geo_value,time_value,new_deaths
sd,2020-03-22,0
tn,2020-03-22,1
tx,2020-03-22,2
ut,2020-03-22,1
va,2020-03-22,3
vt,2020-03-22,0
wa,2020-03-22,3
wi,2020-03-22,0
wv,2020-03-22,0
wy,2020-03-22,0
ak,2020-03-23,0
al,2020-03-23,0
ar,2020-03-23,0
az,2020-03-23,0
ca,2020-03-23,9
co,2020-03-23,0
ct,2020-03-23,2
dc,2020-03-23,0
de,2020-03-23,0
fl,2020-03-23,5
ga,2020-03-23,0
hi,2020-03-23,0
ia,2020-03-23,0
id,2020-03-23,0
il,2020-03-23,3
in,2020-03-23,1
ks,2020-03-23,0
ky,2020-03-23,1
la,2020-03-23,15
ma,2020-03-23,4
md,2020-03-23,0
me,2020-03-23,0
mi,2020-03-23,6
mn,2020-03-23,0
mo,2020-03-23,1
ms,2020-03-23,0
mt,2020-03-23,0
nc,2020-03-23,0
nd,2020-03-23,0
ne,2020-03-23,0
nh,2020-03-23,1
nj,2020-03-23,11
nm,2020-03-23,0
nv,2020-03-23,2
ny,2020-03-23,102
oh,2020-03-23,3
ok,2020-03-23,0
or,2020-03-23,0
pa,2020-03-23,2
pr,2020-03-23,1
ri,2020-03-23,0
sc,2020-03-23,2
sd,2020-03-23,0
tn,2020-03-23,0
tx,2020-03-23,2
ut,2020-03-23,0
va,2020-03-23,0
vt,2020-03-23,3
wa,2020-03-23,12
wi,2020-03-23,0
wv,2020-03-23,0
wy,2020-03-23,0
ak,2020-03-24,0
al,2020-03-24,0
ar,2020-03-24,2
az,2020-03-24,3
ca,2020-03-24,11
co,2020-03-24,4
ct,2020-03-24,2
dc,2020-03-24,0
de,2020-03-24,0
fl,2020-03-24,0
ga,2020-03-24,7
hi,2020-03-24,1
ia,2020-03-24,0
id,2020-03-24,0
il,2020-03-24,4
in,2020-03-24,5
ks,2020-03-24,0
ky,2020-03-24,0
la,2020-03-24,11
ma,2020-03-24,2
md,2020-03-24,1
me,2020-03-24,0
mi,2020-03-24,13
mn,2020-03-24,0
mo,2020-03-24,4
ms,2020-03-24,0
mt,2020-03-24,0
nc,2020-03-24,0
nd,2020-03-24,0
ne,2020-03-24,0
nh,2020-03-24,0
nj,2020-03-24,20
nm,2020-03-24,0
nv,2020-03-24,0
ny,2020-03-24,124
oh,2020-03-24,2
ok,2020-03-24,1
or,2020-03-24,3
pa,2020-03-24,2
pr,2020-03-24,0
ri,2020-03-24,0
sc,2020-03-24,0
sd,2020-03-24,0
tn,2020-03-24,0
tx,2020-03-24,5
ut,2020-03-24,0
va,2020-03-24,3
vt,2020-03-24,2
wa,2020-03-24,7
wi,2020-03-24,2
wv,2020-03-24,0
wy,2020-03-24,0
ak,2020-03-25,1
al,2020-03-25,1
ar,2020-03-25,0
az,2020-03-25,1
ca,2020-03-25,15
co,2020-03-25,9
ct,2020-03-25,7
dc,2020-03-25,0
de,2020-03-25,0
fl,2020-03-25,5
ga,2020-03-25,8
hi,2020-03-25,-1
ia,2020-03-25,1
id,2020-03-25,0
il,2020-03-25,3
in,2020-03-25,2
ks,2020-03-25,1
ky,2020-03-25,1
la,2020-03-25,19
ma,2020-03-25,4
md,2020-03-25,0
me,2020-03-25,0
mi,2020-03-25,20
mn,2020-03-25,0
mo,2020-03-25,1
ms,2020-03-25,2
mt,2020-03-25,0
nc,2020-03-25,2
nd,2020-03-25,0
ne,2020-03-25,0
nh,2020-03-25,0
nj,2020-03-25,21
nm,2020-03-25,1
nv,2020-03-25,2
ny,2020-03-25,157
oh,2020-03-25,3
ok,2020-03-25,2
or,2020-03-25,2
pa,2020-03-25,7
pr,2020-03-25,0
ri,2020-03-25,0
sc,2020-03-25,2
sd,2020-03-25,0
tn,2020-03-25,1
tx,2020-03-25,4
ut,2020-03-25,0
va,2020-03-25,0
vt,2020-03-25,1
wa,2020-03-25,17
wi,2020-03-25,4
wv,2020-03-25,0
wy,2020-03-25,0
ak,2020-03-26,0
al,2020-03-26,0
ar,2020-03-26,0
az,2020-03-26,2
ca,2020-03-26,16
co,2020-03-26,-1
ct,2020-03-26,2
dc,2020-03-26,1
de,2020-03-26,1
fl,2020-03-26,6
ga,2020-03-26,8
hi,2020-03-26,0
ia,2020-03-26,0
id,2020-03-26,3
il,2020-03-26,7
in,2020-03-26,3
ks,2020-03-26,0
ky,2020-03-26,0
la,2020-03-26,18
ma,2020-03-26,10
md,2020-03-26,0
me,2020-03-26,0
mi,2020-03-26,20
mn,2020-03-26,1
mo,2020-03-26,0
ms,2020-03-26,3
mt,2020-03-26,0
nc,2020-03-26,1
nd,2020-03-26,0
ne,2020-03-26,0
nh,2020-03-26,0
nj,2020-03-26,28
nm,2020-03-26,0
nv,2020-03-26,4
ny,2020-03-26,235
oh,2020-03-26,4
ok,2020-03-26,2
or,2020-03-26,1
pa,2020-03-26,3
pr,2020-03-26,0
ri,2020-03-26,0
sc,2020-03-26,2
sd,2020-03-26,0
tn,2020-03-26,0
tx,2020-03-26,6
ut,2020-03-26,0
va,2020-03-26,1
vt,2020-03-26,1
wa,2020-03-26,17
wi,2020-03-26,7
wv,2020-03-26,0
wy,2020-03-26,0
ak,2020-03-27,0
al,2020-03-27,3
ar,2020-03-27,1
az,2020-03-27,5
ca,2020-03-27,13
co,2020-03-27,12
ct,2020-03-27,6
dc,2020-03-27,0
de,2020-03-27,1
fl,2020-03-27,6
ga,2020-03-27,16
hi,2020-03-27,0
ia,2020-03-27,2
id,2020-03-27,0
il,2020-03-27,8
in,2020-03-27,8
ks,2020-03-27,1
ky,2020-03-27,2
la,2020-03-27,36
ma,2020-03-27,10
md,2020-03-27,1
me,2020-03-27,1
mi,2020-03-27,36
mn,2020-03-27,2
mo,2020-03-27,0
ms,2020-03-27,2
mt,2020-03-27,1
nc,2020-03-27,1
nd,2020-03-27,1
ne,2020-03-27,0
nh,2020-03-27,0
nj,2020-03-27,32
nm,2020-03-27,0
nv,2020-03-27,0
ny,2020-03-27,272
oh,2020-03-27,4
ok,2020-03-27,1
or,2020-03-27,1
pa,2020-03-27,4
pr,2020-03-27,1
ri,2020-03-27,0
sc,2020-03-27,4
sd,2020-03-27,0
tn,2020-03-27,3
tx,2020-03-27,9
ut,2020-03-27,0
va,2020-03-27,0
vt,2020-03-27,1
wa,2020-03-27,7
wi,2020-03-27,2
wv,2020-03-27,0
wy,2020-03-27,0
ak,2020-03-28,1
al,2020-03-28,0
ar,2020-03-28,2
az,2020-03-28,2
ca,2020-03-28,16
co,2020-03-28,13
ct,2020-03-28,6
dc,2020-03-28,1
de,2020-03-28,3
fl,2020-03-28,19
ga,2020-03-28,5
hi,2020-03-28,0
ia,2020-03-28,0
id,2020-03-28,1
il,2020-03-28,13
in,2020-03-28,6
ks,2020-03-28,1
ky,2020-03-28,2
la,2020-03-28,18
ma,2020-03-28,9
md,2020-03-28,0
me,2020-03-28,0
mi,2020-03-28,23
mn,2020-03-28,1
mo,2020-03-28,4
ms,2020-03-28,5
mt,2020-03-28,0
nc,2020-03-28,1
nd,2020-03-28,0
ne,2020-03-28,2
nh,2020-03-28,1
nj,2020-03-28,51
nm,2020-03-28,0
nv,2020-03-28,0
ny,2020-03-28,353
oh,2020-03-28,6
ok,2020-03-28,7
or,2020-03-28,1
pa,2020-03-28,12
pr,2020-03-28,0
ri,2020-03-28,1
sc,2020-03-28,2
sd,2020-03-28,0
tn,2020-03-28,1
tx,2020-03-28,5
ut,2020-03-28,0
va,2020-03-28,3
vt,2020-03-28,2
wa,2020-03-28,31
wi,2020-03-28,3
wv,2020-03-28,0
wy,2020-03-28,0
ak,2020-03-29,0
al,2020-03-29,6
ar,2020-03-29,1
az,2020-03-29,2
ca,2020-03-29,14
co,2020-03-29,3
ct,2020-03-29,1
dc,2020-03-29,1
de,2020-03-29,1
fl,2020-03-29,2
ga,2020-03-29,11
hi,2020-03-29,0
ia,2020-03-29,1
id,2020-03-29,1
il,2020-03-29,19
in,2020-03-29,1
ks,2020-03-29,2
ky,2020-03-29,0
la,2020-03-29,14
ma,2020-03-29,4
md,2020-03-29,5
me,2020-03-29,2
mi,2020-03-29,27
mn,2020-03-29,4
mo,2020-03-29,3
ms,2020-03-29,1
mt,2020-03-29,0
nc,2020-03-29,2
nd,2020-03-29,0
ne,2020-03-29,0
nh,2020-03-29,0
nj,2020-03-29,27
nm,2020-03-29,1
nv,2020-03-29,5
ny,2020-03-29,382
oh,2020-03-29,4
ok,2020-03-29,1
or,2020-03-29,0
pa,2020-03-29,7
pr,2020-03-29,0
ri,2020-03-29,1
sc,2020-03-29,1
sd,2020-03-29,0
tn,2020-03-29,1
tx,2020-03-29,9
ut,2020-03-29,1
va,2020-03-29,7
vt,2020-03-29,0
wa,2020-03-29,10
wi,2020-03-29,7
wv,2020-03-29,0
wy,2020-03-29,0
ak,2020-03-30,1
al,2020-03-30,0
ar,2020-03-30,1
az,2020-03-30,3
ca,2020-03-30,22
co,2020-03-30,4
ct,2020-03-30,2
dc,2020-03-30,4
de,2020-03-30,0
fl,2020-03-30,7
ga,2020-03-30,7
hi,2020-03-30,0
ia,2020-03-30,2
id,2020-03-30,1
il,2020-03-30,7
in,2020-03-30,3
ks,2020-03-30,1
ky,2020-03-30,2
la,2020-03-30,34
ma,2020-03-30,8
md,2020-03-30,5
me,2020-03-30,0
mi,2020-03-30,56
mn,2020-03-30,1
mo,2020-03-30,0
ms,2020-03-30,2
mt,2020-03-30,4
nc,2020-03-30,0
nd,2020-03-30,1
ne,2020-03-30,0
nh,2020-03-30,1
nj,2020-03-30,49
nm,2020-03-30,0
nv,2020-03-30,0
ny,2020-03-30,412
oh,2020-03-30,11
ok,2020-03-30,0
or,2020-03-30,3
pa,2020-03-30,9
pr,2020-03-30,3
ri,2020-03-30,1
sc,2020-03-30,2
sd,2020-03-30,0
tn,2020-03-30,6
tx,2020-03-30,10
ut,2020-03-30,2
va,2020-03-30,-5
vt,2020-03-30,0
wa,2020-03-30,7
wi,2020-03-30,6
wv,2020-03-30,1
wy,2020-03-30,0
ak,2020-03-31,0
al,2020-03-31,13
ar,2020-03-31,1
az,2020-03-31,5
ca,2020-03-31,27
co,2020-03-31,18
ct,2020-03-31,33
dc,2020-03-31,0
de,2020-03-31,4
fl,2020-03-31,22
ga,2020-03-31,24
hi,2020-03-31,0
ia,2020-03-31,1
id,2020-03-31,2
il,2020-03-31,26
in,2020-03-31,14
ks,2020-03-31,1
ky,2020-03-31,0
la,2020-03-31,54
ma,2020-03-31,33
md,2020-03-31,3
me,2020-03-31,2
mi,2020-03-31,79
mn,2020-03-31,2
mo,2020-03-31,3
ms,2020-03-31,4
mt,2020-03-31,0
nc,2020-03-31,5
nd,2020-03-31,1
ne,2020-03-31,1
nh,2020-03-31,0
nj,2020-03-31,98
nm,2020-03-31,2
nv,2020-03-31,11
ny,2020-03-31,489
oh,2020-03-31,15
ok,2020-03-31,7
or,2020-03-31,2
pa,2020-03-31,13
pr,2020-03-31,2
ri,2020-03-31,7
sc,2020-03-31,4
sd,2020-03-31,0
tn,2020-03-31,9
tx,2020-03-31,12
ut,2020-03-31,1
va,2020-03-31,12
vt,2020-03-31,1
wa,2020-03-31,20
wi,2020-03-31,8
wv,2020-03-31,0
wy,2020-03-31,0
ak,2020-04-01,0
al,2020-04-01,4
ar,2020-04-01,2
az,2020-04-01,7
ca,2020-04-01,26
co,2020-04-01,10
ct,2020-04-01,16
dc,2020-04-01,0
de,2020-04-01,1
fl,2020-04-01,2
ga,2020-04-01,28
hi,2020-04-01,1
ia,2020-04-01,2
id,2020-04-01,1
il,2020-04-01,42
in,2020-04-01,16
ks,2020-04-01,1
ky,2020-04-01,7
la,2020-04-01,34
ma,2020-04-01,33
md,2020-04-01,13
me,2020-04-01,0
mi,2020-04-01,78
mn,2020-04-01,5
mo,2020-04-01,5
ms,2020-04-01,2
mt,2020-04-01,1
nc,2020-04-01,2
nd,2020-04-01,0
ne,2020-04-01,1
nh,2020-04-01,0
nj,2020-04-01,110
nm,2020-04-01,1
nv,2020-04-01,5
ny,2020-04-01,636
oh,2020-04-01,10
ok,2020-04-01,7
or,2020-04-01,1
pa,2020-04-01,11
pr,2020-04-01,3
ri,2020-04-01,0
sc,2020-04-01,4
sd,2020-04-01,1
tn,2020-04-01,1
tx,2020-04-01,18
ut,2020-04-01,0
va,2020-04-01,7
vt,2020-04-01,3
wa,2020-04-01,9
wi,2020-04-01,11
wv,2020-04-01,0
wy,2020-04-01,0
ak,2020-04-02,0
al,2020-04-02,5
ar,2020-04-02,2
az,2020-04-02,3
ca,2020-04-02,39
co,2020-04-02,18
ct,2020-04-02,27
dc,2020-04-02,3
de,2020-04-02,1
fl,2020-04-02,77
ga,2020-04-02,24
hi,2020-04-02,0
ia,2020-04-02,2
id,2020-04-02,0
il,2020-04-02,22
in,2020-04-02,13
ks,2020-04-02,3
ky,2020-04-02,13
la,2020-04-02,37
ma,2020-04-02,32
md,2020-04-02,5
me,2020-04-02,2
mi,2020-04-02,83
mn,2020-04-02,1
mo,2020-04-02,8
ms,2020-04-02,4
mt,2020-04-02,0
nc,2020-04-02,7
nd,2020-04-02,0
ne,2020-04-02,1
nh,2020-04-02,0
nj,2020-04-02,205
nm,2020-04-02,1
nv,2020-04-02,7
ny,2020-04-02,727
oh,2020-04-02,16
ok,2020-04-02,4
or,2020-04-02,2
pa,2020-04-02,16
pr,2020-04-02,1
ri,2020-04-02,1
sc,2020-04-02,5
sd,2020-04-02,0
tn,2020-04-02,12
tx,2020-04-02,13
ut,2020-04-02,2
va,2020-04-02,7
vt,2020-04-02,1
wa,2020-04-02,37
wi,2020-04-02,13
wv,2020-04-02,1
wy,2020-04-02,0
ak,2020-04-03,0
al,2020-04-03,6
ar,2020-04-03,0
az,2020-04-03,9
ca,2020-04-03,27
co,2020-04-03,14
ct,2020-04-03,19
dc,2020-04-03,3
de,2020-04-03,2
fl,2020-04-03,6
ga,2020-04-03,21
hi,2020-04-03,2
ia,2020-04-03,0
id,2020-04-03,0
il,2020-04-03,47
in,2020-04-03,24
ks,2020-04-03,5
ky,2020-04-03,3
la,2020-04-03,60
ma,2020-04-03,38
md,2020-04-03,7
me,2020-04-03,2
mi,2020-04-03,65
mn,2020-04-03,4
mo,2020-04-03,13
ms,2020-04-03,3
mt,2020-04-03,-1
nc,2020-04-03,6
nd,2020-04-03,0
ne,2020-04-03,1
nh,2020-04-03,2
nj,2020-04-03,136
nm,2020-04-03,4
nv,2020-04-03,5
ny,2020-04-03,761
oh,2020-04-03,10
ok,2020-04-03,4
or,2020-04-03,1
pa,2020-04-03,12
pr,2020-04-03,3
ri,2020-04-03,-1
sc,2020-04-03,3
sd,2020-04-03,0
tn,2020-04-03,5
tx,2020-04-03,17
ut,2020-04-03,0
va,2020-04-03,5
vt,2020-04-03,0
wa,2020-04-03,20
wi,2020-04-03,19
wv,2020-04-03,0
wy,2020-04-03,0
ak,2020-04-04,2
al,2020-04-04,6
ar,2020-04-04,2
az,2020-04-04,8
ca,2020-04-04,24
co,2020-04-04,15
ct,2020-04-04,34
dc,2020-04-04,6
de,2020-04-04,0
fl,2020-04-04,25
ga,2020-04-04,17
hi,2020-04-04,0
ia,2020-04-04,3
id,2020-04-04,1
il,2020-04-04,34
in,2020-04-04,14
ks,2020-04-04,0
ky,2020-04-04,6
la,2020-04-04,39
ma,2020-04-04,24
md,2020-04-04,11
me,2020-04-04,1
mi,2020-04-04,67
mn,2020-04-04,2
mo,2020-04-04,6
ms,2020-04-04,6
mt,2020-04-04,1
nc,2020-04-04,7
nd,2020-04-04,0
ne,2020-04-04,0
nh,2020-04-04,2
nj,2020-04-04,242
nm,2020-04-04,1
nv,2020-04-04,3
ny,2020-04-04,787
oh,2020-04-04,11
ok,2020-04-04,4
or,2020-04-04,0
pa,2020-04-04,34
pr,2020-04-04,3
ri,2020-04-04,10
sc,2020-04-04,6
sd,2020-04-04,0
tn,2020-04-04,9
tx,2020-04-04,18
ut,2020-04-04,1
va,2020-04-04,6
vt,2020-04-04,3
wa,2020-04-04,24
wi,2020-04-04,16
wv,2020-04-04,0
wy,2020-04-04,0
ak,2020-04-05,1
al,2020-04-05,1
ar,2020-04-05,2
az,2020-04-05,12
ca,2020-04-05,59
co,2020-04-05,14
ct,2020-04-05,24
dc,2020-04-05,1
de,2020-04-05,0
fl,2020-04-05,26
ga,2020-04-05,10
hi,2020-04-05,1
ia,2020-04-05,4
id,2020-04-05,0
il,2020-04-05,30
in,2020-04-05,11
ks,2020-04-05,3
ky,2020-04-05,5
la,2020-04-05,68
ma,2020-04-05,15
md,2020-04-05,13
me,2020-04-05,0
mi,2020-04-05,90
mn,2020-04-05,5
mo,2020-04-05,13
ms,2020-04-05,8
mt,2020-04-05,0
nc,2020-04-05,4
nd,2020-04-05,0
ne,2020-04-05,2
nh,2020-04-05,2
nj,2020-04-05,126
nm,2020-04-05,1
nv,2020-04-05,0
ny,2020-04-05,910
oh,2020-04-05,17
ok,2020-04-05,4
or,2020-04-05,5
pa,2020-04-05,15
pr,2020-04-05,2
ri,2020-04-05,1
sc,2020-04-05,4
sd,2020-04-05,0
tn,2020-04-05,3
tx,2020-04-05,27
ut,2020-04-05,0
va,2020-04-05,0
vt,2020-04-05,2
wa,2020-04-05,21
wi,2020-04-05,4
wv,2020-04-05,1
wy,2020-04-05,0
ak,2020-04-06,0
al,2020-04-06,4
ar,2020-04-06,0
az,2020-04-06,1
ca,2020-04-06,32
co,2020-04-06,10
ct,2020-04-06,17
dc,2020-04-06,2
de,2020-04-06,1
fl,2020-04-06,15
ga,2020-04-06,18
hi,2020-04-06,1
ia,2020-04-06,7
id,2020-04-06,0
il,2020-04-06,33
in,2020-04-06,16
ks,2020-04-06,3
ky,2020-04-06,0
la,2020-04-06,35
ma,2020-04-06,29
md,2020-04-06,24
me,2020-04-06,0
mi,2020-04-06,118
mn,2020-04-06,1
mo,2020-04-06,8
ms,2020-04-06,8
mt,2020-04-06,0
nc,2020-04-06,7
nd,2020-04-06,0
ne,2020-04-06,1
nh,2020-04-06,0
nj,2020-04-06,152
nm,2020-04-06,0
nv,2020-04-06,0
ny,2020-04-06,1061
oh,2020-04-06,23
ok,2020-04-06,5
or,2020-04-06,0
pa,2020-04-06,28
pr,2020-04-06,1
ri,2020-04-06,2
sc,2020-04-06,4
sd,2020-04-06,2
tn,2020-04-06,12
tx,2020-04-06,19
ut,2020-04-06,5
va,2020-04-06,14
vt,2020-04-06,1
wa,2020-04-06,45
wi,2020-04-06,10
wv,2020-04-06,1
wy,2020-04-06,0
ak,2020-04-07,0
al,2020-04-07,15
ar,2020-04-07,2
az,2020-04-07,8
ca,2020-04-07,52
co,2020-04-07,29
ct,2020-04-07,71
dc,2020-04-07,-2
de,2020-04-07,1
fl,2020-04-07,47
ga,2020-04-07,100
hi,2020-04-07,0
ia,2020-04-07,0
id,2020-04-07,3
il,2020-04-07,73
in,2020-04-07,30
ks,2020-04-07,10
ky,2020-04-07,20
la,2020-04-07,70
ma,2020-04-07,96
md,2020-04-07,12
me,2020-04-07,2
mi,2020-04-07,124
mn,2020-04-07,4
mo,2020-04-07,20
ms,2020-04-07,9
mt,2020-04-07,0
nc,2020-04-07,8
nd,2020-04-07,1
ne,2020-04-07,1
nh,2020-04-07,0
nj,2020-04-07,296
nm,2020-04-07,1
nv,2020-04-07,26
ny,2020-04-07,1273
oh,2020-04-07,25
ok,2020-04-07,16
or,2020-04-07,2
pa,2020-04-07,68
pr,2020-04-07,2
ri,2020-04-07,3
sc,2020-04-07,3
sd,2020-04-07,2
tn,2020-04-07,7
tx,2020-04-07,13
ut,2020-04-07,0
va,2020-04-07,0
vt,2020-04-07,0
wa,2020-04-07,19
wi,2020-04-07,7
wv,2020-04-07,0
wy,2020-04-07,0
ak,2020-04-08,1
al,2020-04-08,2
ar,2020-04-08,0
az,2020-04-08,16
ca,2020-04-08,63
co,2020-04-08,14
ct,2020-04-08,49
dc,2020-04-08,5
de,2020-04-08,3
fl,2020-04-08,26
ga,2020-04-08,33
hi,2020-04-08,0
ia,2020-04-08,2
id,2020-04-08,2
il,2020-04-08,82
in,2020-04-08,30
ks,2020-04-08,4
ky,2020-04-08,0
la,2020-04-08,70
ma,2020-04-08,77
md,2020-04-08,21
me,2020-04-08,2
mi,2020-04-08,120
mn,2020-04-08,5
mo,2020-04-08,15
ms,2020-04-08,7
mt,2020-04-08,0
nc,2020-04-08,13
nd,2020-04-08,0
ne,2020-04-08,2
nh,2020-04-08,4
nj,2020-04-08,341
nm,2020-04-08,0
nv,2020-04-08,0
ny,2020-04-08,949
oh,2020-04-08,26
ok,2020-04-08,12
or,2020-04-08,4
pa,2020-04-08,71
pr,2020-04-08,1
ri,2020-04-08,5
sc,2020-04-08,0
sd,2020-04-08,0
tn,2020-04-08,8
tx,2020-04-08,26
ut,2020-04-08,0
va,2020-04-08,0
vt,2020-04-08,0
wa,2020-04-08,26
wi,2020-04-08,17
wv,2020-04-08,0
wy,2020-04-08,0
ak,2020-04-09,0
al,2020-04-09,4
ar,2020-04-09,3
az,2020-04-09,9
ca,2020-04-09,49
co,2020-04-09,33
ct,2020-04-09,54
dc,2020-04-09,5
de,2020-04-09,4
fl,2020-04-09,45
ga,2020-04-09,17
hi,2020-04-09,1
ia,2020-04-09,2
id,2020-04-09,3
il,2020-04-09,66
in,2020-04-09,42
ks,2020-04-09,-4
ky,2020-04-09,8
la,2020-04-09,50
ma,2020-04-09,70
md,2020-04-09,14
me,2020-04-09,2
mi,2020-04-09,127
mn,2020-04-09,11
mo,2020-04-09,16
ms,2020-04-09,9
mt,2020-04-09,0
nc,2020-04-09,10
nd,2020-04-09,1
ne,2020-04-09,2
nh,2020-04-09,8
nj,2020-04-09,276
nm,2020-04-09,3
nv,2020-04-09,9
ny,2020-04-09,1050
oh,2020-04-09,20
ok,2020-04-09,1
or,2020-04-09,11
pa,2020-04-09,27
pr,2020-04-09,9
ri,2020-04-09,8
sc,2020-04-09,16
sd,2020-04-09,0
tn,2020-04-09,14
tx,2020-04-09,26
ut,2020-04-09,0
va,2020-04-09,43
vt,2020-04-09,0
wa,2020-04-09,30
wi,2020-04-09,14
wv,2020-04-09,1
wy,2020-04-09,0
ak,2020-04-10,0
al,2020-04-10,10
ar,2020-04-10,0
az,2020-04-10,8
ca,2020-04-10,39
co,2020-04-10,24
ct,2020-04-10,68
dc,2020-04-10,6
de,2020-04-10,9
fl,2020-04-10,36
ga,2020-04-10,37
hi,2020-04-10,0
ia,2020-04-10,2
id,2020-04-10,6
il,2020-04-10,69
in,2020-04-10,55
ks,2020-04-10,16
ky,2020-04-10,17
la,2020-04-10,53
ma,2020-04-10,96
md,2020-04-10,33
me,2020-04-10,1
mi,2020-04-10,207
mn,2020-04-10,7
mo,2020-04-10,10
ms,2020-04-10,6
mt,2020-04-10,0
nc,2020-04-10,7
nd,2020-04-10,1
ne,2020-04-10,1
nh,2020-04-10,0
nj,2020-04-10,279
nm,2020-04-10,1
nv,2020-04-10,9
ny,2020-04-10,921
oh,2020-04-10,18
ok,2020-04-10,8
or,2020-04-10,0
pa,2020-04-10,73
pr,2020-04-10,6
ri,2020-04-10,0
sc,2020-04-10,5
sd,2020-04-10,0
tn,2020-04-10,4
tx,2020-04-10,25
ut,2020-04-10,4
va,2020-04-10,12
vt,2020-04-10,1
wa,2020-04-10,27
wi,2020-04-10,10
wv,2020-04-10,0
wy,2020-04-10,0
ak,2020-04-11,1
al,2020-04-11,12
ar,2020-04-11,4
az,2020-04-11,11
ca,2020-04-11,21
co,2020-04-11,24
ct,2020-04-11,46
dc,2020-04-11,9
de,2020-04-11,1
fl,2020-04-11,48
ga,2020-04-11,13
hi,2020-04-11,2
ia,2020-04-11,3
id,2020-04-11,1
il,2020-04-11,80
in,2020-04-11,30
ks,2020-04-11,2
ky,2020-04-11,0
la,2020-04-11,51
ma,2020-04-11,87
md,2020-04-11,35
me,2020-04-11,2
mi,2020-04-11,116
mn,2020-04-11,7
mo,2020-04-11,12
ms,2020-04-11,11
mt,2020-04-11,0
nc,2020-04-11,6
nd,2020-04-11,1
ne,2020-04-11,2
nh,2020-04-11,1
nj,2020-04-11,325
nm,2020-04-11,2
nv,2020-04-11,12
ny,2020-04-11,922
oh,2020-04-11,16
ok,2020-04-11,6
or,2020-04-11,4
pa,2020-04-11,85
pr,2020-04-11,3
ri,2020-04-11,23
sc,2020-04-11,8
sd,2020-04-11,0
tn,2020-04-11,8
tx,2020-04-11,34
ut,2020-04-11,1
va,2020-04-11,9
vt,2020-04-11,1
wa,2020-04-11,12
wi,2020-04-11,13
wv,2020-04-11,0
wy,2020-04-11,0
ak,2020-04-12,0
al,2020-04-12,1
ar,2020-04-12,2
az,2020-04-12,8
ca,2020-04-12,36
co,2020-04-12,15
ct,2020-04-12,60
dc,2020-04-12,3
de,2020-04-12,2
fl,2020-04-12,23
ga,2020-04-12,4
hi,2020-04-12,1
ia,2020-04-12,7
id,2020-04-12,2
il,2020-04-12,43
in,2020-04-12,13
ks,2020-04-12,11
ky,2020-04-12,7
la,2020-04-12,34
ma,2020-04-12,70
md,2020-04-12,30
me,2020-04-12,0
mi,2020-04-12,105
mn,2020-04-12,6
mo,2020-04-12,12
ms,2020-04-12,3
mt,2020-04-12,0
nc,2020-04-12,0
nd,2020-04-12,0
ne,2020-04-12,0
nh,2020-04-12,1
nj,2020-04-12,242
nm,2020-04-12,7
nv,2020-04-12,10
ny,2020-04-12,938
oh,2020-04-12,6
ok,2020-04-12,2
or,2020-04-12,4
pa,2020-04-12,54
pr,2020-04-12,2
ri,2020-04-12,0
sc,2020-04-12,2
sd,2020-04-12,0
tn,2020-04-12,0
tx,2020-04-12,21
ut,2020-04-12,0
va,2020-04-12,11
vt,2020-04-12,2
wa,2020-04-12,11
wi,2020-04-12,6
wv,2020-04-12,1
wy,2020-04-12,0
ak,2020-04-13,0
al,2020-04-13,6
ar,2020-04-13,2
az,2020-04-13,7
ca,2020-04-13,74
co,2020-04-13,17
ct,2020-04-13,48
dc,2020-04-13,2
de,2020-04-13,6
fl,2020-04-13,38
ga,2020-04-13,32
hi,2020-04-13,0
ia,2020-04-13,0
id,2020-04-13,0
il,2020-04-13,78
in,2020-04-13,7
ks,2020-04-13,-2
ky,2020-04-13,16
la,2020-04-13,44
ma,2020-04-13,88
md,2020-04-13,26
me,2020-04-13,0
mi,2020-04-13,124
mn,2020-04-13,0
mo,2020-04-13,10
ms,2020-04-13,2
mt,2020-04-13,1
nc,2020-04-13,5
nd,2020-04-13,1
ne,2020-04-13,0
nh,2020-04-13,0
nj,2020-04-13,167
nm,2020-04-13,0
nv,2020-04-13,2
ny,2020-04-13,1018
oh,2020-04-13,21
ok,2020-04-13,3
or,2020-04-13,1
pa,2020-04-13,32
pr,2020-04-13,1
ri,2020-04-13,0
sc,2020-04-13,0
sd,2020-04-13,0
tn,2020-04-13,3
tx,2020-04-13,24
ut,2020-04-13,-5
va,2020-04-13,8
vt,2020-04-13,1
wa,2020-04-13,7
wi,2020-04-13,12
wv,2020-04-13,2
wy,2020-04-13,1
ak,2020-04-14,1
al,2020-04-14,15
ar,2020-04-14,3
az,2020-04-14,11
ca,2020-04-14,53
co,2020-04-14,21
ct,2020-04-14,69
dc,2020-04-14,15
de,2020-04-14,2
fl,2020-04-14,72
ga,2020-04-14,60
hi,2020-04-14,0
ia,2020-04-14,8
id,2020-04-14,6
il,2020-04-14,70
in,2020-04-14,37
ks,2020-04-14,16
ky,2020-04-14,-7
la,2020-04-14,129
ma,2020-04-14,0
md,2020-04-14,40
me,2020-04-14,1
mi,2020-04-14,174
mn,2020-04-14,9
mo,2020-04-14,18
ms,2020-04-14,13
mt,2020-04-14,0
nc,2020-04-14,18
nd,2020-04-14,0
ne,2020-04-14,3
nh,2020-04-14,2
nj,2020-04-14,415
nm,2020-04-14,5
